learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,2,0.238,0.877,0.163,0.473633,0
2,8,5,0.201,0.881,0.16,0.875061,6
4,13,0,0.229,0.865,0.154,0.064941,6
4,13,7,0.229,0.865,0.154,0.786835,4
4,13,12,0.229,0.865,0.154,0.93277,2
5,9,8,0.22,0.871,0.172,0.572357,6
6,19,0,0.22,0.863,0.181,0.084167,6
6,19,3,0.22,0.863,0.181,0.264801,4
6,19,4,0.22,0.863,0.181,0.48465,2
6,19,5,0.22,0.863,0.181,0.431213,9
6,19,7,0.22,0.863,0.181,0.206177,1
6,19,10,0.22,0.863,0.181,0.611298,0
6,19,12,0.22,0.863,0.181,0.41394,7
6,19,13,0.22,0.863,0.181,0.273804,8
6,19,14,0.22,0.863,0.181,0.634338,5
8,10,4,0.223,0.887,0.165,0.076294,6
8,10,6,0.223,0.887,0.165,0.300049,4
9,13,0,0.199,0.871,0.156,0.35257,6
9,13,5,0.199,0.871,0.156,0.084259,4
10,7,1,0.2,0.876,0.158,0.374451,6
10,7,4,0.2,0.876,0.158,0.657959,4
11,2,1,0.194,0.867,0.189,0.425507,6
12,19,1,0.221,0.877,0.142,0.515839,6
12,19,2,0.221,0.877,0.142,0.268494,4
12,19,6,0.221,0.877,0.142,0.751984,2
12,19,11,0.221,0.877,0.142,0.362091,7
12,19,13,0.221,0.877,0.142,0.734436,0
13,8,1,0.232,0.87,0.181,0.001282,6
14,7,6,0.219,0.871,0.161,0.706421,6
15,15,0,0.218,0.879,0.17,0.122345,6
15,15,2,0.218,0.879,0.17,0.232452,4
15,15,6,0.218,0.879,0.17,0.915985,2
15,15,7,0.218,0.879,0.17,0.374969,5
15,15,8,0.218,0.879,0.17,0.636353,7
15,15,12,0.218,0.879,0.17,0.767487,1
15,15,14,0.218,0.879,0.17,0.155273,3
16,8,1,0.201,0.854,0.167,0.039276,2
16,8,3,0.201,0.854,0.167,0.00885,6
16,8,4,0.201,0.854,0.167,0.055817,1
16,8,5,0.201,0.854,0.167,0.422394,5
16,8,6,0.201,0.854,0.167,0.810425,7
17,16,1,0.22,0.885,0.159,0.836792,6
17,16,6,0.22,0.885,0.159,0.657867,5
17,16,12,0.22,0.885,0.159,0.621155,7
17,16,14,0.22,0.885,0.159,0.109833,1
17,16,15,0.22,0.885,0.159,0.469025,3
18,10,1,0.213,0.871,0.173,0.182983,6
18,10,8,0.213,0.871,0.173,0.008423,9
19,5,0,0.203,0.874,0.147,0.846375,9
19,5,3,0.203,0.874,0.147,0.107513,4
20,16,6,0.203,0.875,0.159,0.332977,5
20,16,12,0.203,0.875,0.159,0.211121,2
20,16,13,0.203,0.875,0.159,0.7677,6
21,6,3,0.224,0.868,0.161,0.971649,5
21,6,5,0.224,0.868,0.161,0.924164,7
22,11,0,0.213,0.886,0.179,0.314484,5
22,11,1,0.213,0.886,0.179,0.44397,7
22,11,3,0.213,0.886,0.179,0.810913,2
22,11,5,0.213,0.886,0.179,0.780914,1
24,12,2,0.204,0.882,0.181,0.060974,2
24,12,5,0.204,0.882,0.181,0.062958,1
24,12,6,0.204,0.882,0.181,0.427704,6
24,12,7,0.204,0.882,0.181,0.47998,5
25,15,4,0.222,0.878,0.162,0.721252,5
25,15,5,0.222,0.878,0.162,0.471832,8
25,15,6,0.222,0.878,0.162,0.067566,2
25,15,7,0.222,0.878,0.162,0.358887,6
25,15,8,0.222,0.878,0.162,0.048096,3
25,15,10,0.222,0.878,0.162,0.732239,7
26,20,2,0.21,0.877,0.164,0.562927,6
26,20,3,0.21,0.877,0.164,0.655029,2
26,20,6,0.21,0.877,0.164,0.682373,3
26,20,12,0.21,0.877,0.164,0.261688,7
26,20,17,0.21,0.877,0.164,0.337494,5
26,20,19,0.21,0.877,0.164,0.881256,8
27,10,9,0.197,0.884,0.171,0.282501,5
28,20,4,0.222,0.858,0.156,0.579529,8
28,20,7,0.222,0.858,0.156,0.633362,5
28,20,10,0.222,0.858,0.156,0.372559,2
28,20,11,0.222,0.858,0.156,0.354431,0
29,20,0,0.225,0.848,0.187,0.082428,0
29,20,1,0.225,0.848,0.187,0.402618,8
29,20,3,0.225,0.848,0.187,0.449524,5
29,20,7,0.225,0.848,0.187,0.080872,4
29,20,9,0.225,0.848,0.187,0.794678,9
29,20,13,0.225,0.848,0.187,0.152618,2
29,20,19,0.225,0.848,0.187,0.907867,7
31,10,2,0.21,0.878,0.158,0.190674,0
32,15,1,0.224,0.892,0.171,0.565216,0
32,15,3,0.224,0.892,0.171,0.105957,8
32,15,10,0.224,0.892,0.171,0.835571,4
32,15,13,0.224,0.892,0.171,0.045258,5
33,22,0,0.215,0.885,0.181,0.601898,7
33,22,7,0.215,0.885,0.181,0.94809,6
33,22,17,0.215,0.885,0.181,0.231689,1
33,22,19,0.215,0.885,0.181,0.756195,2
33,22,21,0.215,0.885,0.181,0.520203,4
35,23,3,0.211,0.883,0.171,0.012146,4
35,23,4,0.211,0.883,0.171,0.346252,0
35,23,8,0.211,0.883,0.171,0.138428,6
35,23,12,0.211,0.883,0.171,0.863464,1
35,23,18,0.211,0.883,0.171,0.552277,7
36,19,0,0.226,0.864,0.15,0.14267,4
36,19,1,0.226,0.864,0.15,0.294464,0
36,19,3,0.226,0.864,0.15,0.195984,6
36,19,5,0.226,0.864,0.15,0.162109,1
36,19,9,0.226,0.864,0.15,0.831421,7
36,19,12,0.226,0.864,0.15,0.827942,9
36,19,14,0.226,0.864,0.15,0.55838,2
36,19,16,0.226,0.864,0.15,0.084442,8
36,19,18,0.226,0.864,0.15,0.251373,5
37,9,1,0.204,0.862,0.175,0.658813,4
37,9,3,0.204,0.862,0.175,0.958435,0
37,9,4,0.204,0.862,0.175,0.745575,6
37,9,6,0.204,0.862,0.175,0.180817,1
37,9,7,0.204,0.862,0.175,0.186676,7
38,27,7,0.186,0.87,0.168,0.206879,4
38,27,12,0.186,0.87,0.168,0.496033,6
39,5,4,0.233,0.878,0.159,0.228607,4
40,16,0,0.217,0.889,0.162,0.774231,4
40,16,3,0.217,0.889,0.162,0.999298,6
40,16,5,0.217,0.889,0.162,0.924835,0
40,16,6,0.217,0.889,0.162,0.975098,2
41,17,8,0.222,0.866,0.147,0.944,4
43,19,2,0.208,0.866,0.186,0.64624,4
43,19,10,0.208,0.866,0.186,0.818542,6
43,19,11,0.208,0.866,0.186,0.450836,0
43,19,14,0.208,0.866,0.186,0.588104,2
43,19,18,0.208,0.866,0.186,0.007965,1
44,18,7,0.229,0.874,0.148,0.6521,4
44,18,8,0.229,0.874,0.148,0.259705,2
44,18,12,0.229,0.874,0.148,0.529175,1
44,18,15,0.229,0.874,0.148,0.852051,6
45,23,9,0.212,0.857,0.18,0.562317,2
45,23,11,0.212,0.857,0.18,0.613434,1
45,23,20,0.212,0.857,0.18,0.092834,6
46,15,5,0.215,0.874,0.166,0.465729,2
46,15,13,0.215,0.874,0.166,0.442871,1
47,10,3,0.204,0.889,0.168,0.847412,2
47,10,6,0.204,0.889,0.168,0.005341,1
