learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.268372
1,4,1,0.238,0.877,0.163,0.440155
1,4,2,0.238,0.877,0.163,0.679871
1,4,3,0.238,0.877,0.163,0.08374
1,4,3,0.238,0.877,0.163,0.117004
1,4,3,0.238,0.877,0.163,0.810852
2,8,0,0.201,0.881,0.16,0.769257
2,8,1,0.201,0.881,0.16,0.452118
2,8,2,0.201,0.881,0.16,0.231842
2,8,3,0.201,0.881,0.16,0.636292
2,8,4,0.201,0.881,0.16,0.159241
2,8,4,0.201,0.881,0.16,0.260895
2,8,4,0.201,0.881,0.16,0.713684
2,8,5,0.201,0.881,0.16,0.151337
2,8,5,0.201,0.881,0.16,0.546906
2,8,5,0.201,0.881,0.16,0.879364
2,8,6,0.201,0.881,0.16,0.447205
2,8,7,0.201,0.881,0.16,0.136047
2,8,7,0.201,0.881,0.16,0.701141
2,8,7,0.201,0.881,0.16,0.855591
3,10,0,0.215,0.875,0.15,0.253174
3,10,1,0.215,0.875,0.15,0.240356
3,10,2,0.215,0.875,0.15,0.257202
3,10,3,0.215,0.875,0.15,0.271973
3,10,4,0.215,0.875,0.15,0.889954
3,10,5,0.215,0.875,0.15,0.296783
3,10,6,0.215,0.875,0.15,0.473999
3,10,7,0.215,0.875,0.15,0.441498
3,10,8,0.215,0.875,0.15,0.314026
3,10,9,0.215,0.875,0.15,0.184387
3,10,9,0.215,0.875,0.15,0.145569
3,10,9,0.215,0.875,0.15,0.531158
4,13,0,0.229,0.865,0.154,0.360443
4,13,1,0.229,0.865,0.154,0.616089
4,13,2,0.229,0.865,0.154,0.15097
4,13,2,0.229,0.865,0.154,0.256744
4,13,2,0.229,0.865,0.154,0.600342
4,13,3,0.229,0.865,0.154,0.437347
4,13,4,0.229,0.865,0.154,0.218414
4,13,4,0.229,0.865,0.154,0.446136
4,13,4,0.229,0.865,0.154,0.923889
4,13,5,0.229,0.865,0.154,0.435364
4,13,6,0.229,0.865,0.154,0.687012
4,13,7,0.229,0.865,0.154,0.987061
4,13,8,0.229,0.865,0.154,0.161743
4,13,8,0.229,0.865,0.154,0.827942
4,13,8,0.229,0.865,0.154,0.167328
4,13,9,0.229,0.865,0.154,0.884583
4,13,10,0.229,0.865,0.154,0.311462
4,13,11,0.229,0.865,0.154,0.803406
4,13,12,0.229,0.865,0.154,0.79364
5,9,0,0.22,0.871,0.172,0.310974
5,9,1,0.22,0.871,0.172,0.427307
5,9,2,0.22,0.871,0.172,0.212646
5,9,2,0.22,0.871,0.172,0.833099
5,9,2,0.22,0.871,0.172,0.264038
5,9,3,0.22,0.871,0.172,0.666229
5,9,4,0.22,0.871,0.172,0.149536
5,9,4,0.22,0.871,0.172,0.937378
5,9,5,0.22,0.871,0.172,0.151459
5,9,5,0.22,0.871,0.172,0.054779
5,9,5,0.22,0.871,0.172,0.976715
5,9,6,0.22,0.871,0.172,0.163422
5,9,6,0.22,0.871,0.172,0.206207
5,9,6,0.22,0.871,0.172,0.207611
5,9,7,0.22,0.871,0.172,0.479401
5,9,8,0.22,0.871,0.172,0.511383
6,19,0,0.22,0.863,0.181,0.964844
6,19,1,0.22,0.863,0.181,0.295349
6,19,2,0.22,0.863,0.181,0.090576
6,19,2,0.22,0.863,0.181,0.78714
6,19,2,0.22,0.863,0.181,0.036713
6,19,3,0.22,0.863,0.181,0.363373
6,19,4,0.22,0.863,0.181,0.605438
6,19,5,0.22,0.863,0.181,0.842255
6,19,6,0.22,0.863,0.181,0.558289
6,19,7,0.22,0.863,0.181,0.536316
6,19,8,0.22,0.863,0.181,0.348236
6,19,9,0.22,0.863,0.181,0.512421
6,19,10,0.22,0.863,0.181,0.563965
6,19,11,0.22,0.863,0.181,0.729889
6,19,12,0.22,0.863,0.181,0.799622
6,19,13,0.22,0.863,0.181,0.878113
6,19,14,0.22,0.863,0.181,0.661926
6,19,15,0.22,0.863,0.181,0.283661
6,19,16,0.22,0.863,0.181,0.627197
6,19,17,0.22,0.863,0.181,0.004883
6,19,17,0.22,0.863,0.181,0.784302
6,19,17,0.22,0.863,0.181,0.581146
6,19,18,0.22,0.863,0.181,0.474915
7,8,0,0.209,0.866,0.153,0.266724
7,8,1,0.209,0.866,0.153,0.726654
7,8,2,0.209,0.866,0.153,0.448944
7,8,3,0.209,0.866,0.153,0.226288
7,8,4,0.209,0.866,0.153,0.154572
7,8,4,0.209,0.866,0.153,0.307556
7,8,4,0.209,0.866,0.153,0.243591
7,8,5,0.209,0.866,0.153,0.198212
7,8,5,0.209,0.866,0.153,0.000946
7,8,5,0.209,0.866,0.153,0.280853
7,8,6,0.209,0.866,0.153,0.683411
7,8,7,0.209,0.866,0.153,0.802063
8,10,0,0.223,0.887,0.165,0.233978
8,10,1,0.223,0.887,0.165,0.288757
8,10,2,0.223,0.887,0.165,0.567139
8,10,3,0.223,0.887,0.165,0.1091
8,10,3,0.223,0.887,0.165,0.200043
8,10,3,0.223,0.887,0.165,0.328613
8,10,4,0.223,0.887,0.165,0.497894
8,10,5,0.223,0.887,0.165,0.933014
8,10,6,0.223,0.887,0.165,0.55011
8,10,7,0.223,0.887,0.165,0.5112
8,10,8,0.223,0.887,0.165,0.838287
8,10,9,0.223,0.887,0.165,0.063446
8,10,9,0.223,0.887,0.165,0.027435
8,10,9,0.223,0.887,0.165,0.942352
9,13,0,0.199,0.871,0.156,0.628967
9,13,1,0.199,0.871,0.156,0.629211
9,13,2,0.199,0.871,0.156,0.131134
9,13,2,0.199,0.871,0.156,0.039825
9,13,2,0.199,0.871,0.156,0.979492
9,13,3,0.199,0.871,0.156,0.727783
9,13,4,0.199,0.871,0.156,0.250031
9,13,5,0.199,0.871,0.156,0.481323
9,13,6,0.199,0.871,0.156,0.609711
9,13,7,0.199,0.871,0.156,0.479065
9,13,8,0.199,0.871,0.156,0.641266
9,13,9,0.199,0.871,0.156,0.827362
9,13,10,0.199,0.871,0.156,0.989166
9,13,11,0.199,0.871,0.156,0.28363
9,13,12,0.199,0.871,0.156,0.57312
10,7,0,0.2,0.876,0.158,0.298401
10,7,1,0.2,0.876,0.158,0.264404
10,7,2,0.2,0.876,0.158,0.627716
10,7,3,0.2,0.876,0.158,0.211487
10,7,4,0.2,0.876,0.158,0.819458
10,7,5,0.2,0.876,0.158,0.4245
10,7,6,0.2,0.876,0.158,0.858795
11,2,0,0.194,0.867,0.189,0.451782
11,2,1,0.194,0.867,0.189,0.92395
12,19,0,0.221,0.877,0.142,0.855988
12,19,1,0.221,0.877,0.142,0.098846
12,19,1,0.221,0.877,0.142,0.240143
12,19,1,0.221,0.877,0.142,0.52121
12,19,2,0.221,0.877,0.142,0.331787
12,19,3,0.221,0.877,0.142,0.54245
12,19,4,0.221,0.877,0.142,0.623016
12,19,5,0.221,0.877,0.142,0.719696
12,19,6,0.221,0.877,0.142,0.684723
12,19,7,0.221,0.877,0.142,0.609344
12,19,8,0.221,0.877,0.142,0.610046
12,19,9,0.221,0.877,0.142,0.296692
12,19,10,0.221,0.877,0.142,0.890472
12,19,11,0.221,0.877,0.142,0.294586
12,19,12,0.221,0.877,0.142,0.350861
12,19,13,0.221,0.877,0.142,0.89032
12,19,14,0.221,0.877,0.142,0.727386
12,19,15,0.221,0.877,0.142,0.221924
12,19,16,0.221,0.877,0.142,0.966187
12,19,17,0.221,0.877,0.142,0.006622
12,19,17,0.221,0.877,0.142,0.396393
12,19,17,0.221,0.877,0.142,0.78714
12,19,18,0.221,0.877,0.142,0.374847
13,8,0,0.232,0.87,0.181,0.930817
13,8,1,0.232,0.87,0.181,0.83255
13,8,2,0.232,0.87,0.181,0.114044
13,8,2,0.232,0.87,0.181,0.859253
13,8,2,0.232,0.87,0.181,0.584076
13,8,3,0.232,0.87,0.181,0.152435
13,8,3,0.232,0.87,0.181,0.29184
13,8,3,0.232,0.87,0.181,0.99173
13,8,4,0.232,0.87,0.181,0.516876
13,8,5,0.232,0.87,0.181,0.989868
13,8,6,0.232,0.87,0.181,0.778687
13,8,7,0.232,0.87,0.181,0.981537
14,7,0,0.219,0.871,0.161,0.903839
14,7,1,0.219,0.871,0.161,0.189392
14,7,1,0.219,0.871,0.161,0.002655
14,7,1,0.219,0.871,0.161,0.63681
14,7,2,0.219,0.871,0.161,0.194214
14,7,2,0.219,0.871,0.161,0.750275
14,7,2,0.219,0.871,0.161,0.287415
14,7,3,0.219,0.871,0.161,0.399353
14,7,4,0.219,0.871,0.161,0.147888
14,7,4,0.219,0.871,0.161,0.649933
14,7,4,0.219,0.871,0.161,0.89682
14,7,5,0.219,0.871,0.161,0.412231
14,7,6,0.219,0.871,0.161,0.510345
15,15,0,0.218,0.879,0.17,0.9263
15,15,1,0.218,0.879,0.17,0.685669
15,15,2,0.218,0.879,0.17,0.965424
15,15,3,0.218,0.879,0.17,0.330933
15,15,4,0.218,0.879,0.17,0.254364
15,15,5,0.218,0.879,0.17,0.376495
15,15,6,0.218,0.879,0.17,0.906769
15,15,7,0.218,0.879,0.17,0.364014
15,15,8,0.218,0.879,0.17,0.024872
15,15,8,0.218,0.879,0.17,0.03772
15,15,8,0.218,0.879,0.17,0.8573
15,15,9,0.218,0.879,0.17,0.654846
15,15,10,0.218,0.879,0.17,0.80246
15,15,11,0.218,0.879,0.17,0.05661
15,15,11,0.218,0.879,0.17,0.102539
15,15,11,0.218,0.879,0.17,0.389008
15,15,12,0.218,0.879,0.17,0.224091
15,15,13,0.218,0.879,0.17,0.955139
15,15,14,0.218,0.879,0.17,0.673187
16,8,0,0.201,0.854,0.167,0.052216
16,8,0,0.201,0.854,0.167,0.229279
16,8,0,0.201,0.854,0.167,0.375641
16,8,1,0.201,0.854,0.167,0.334869
16,8,2,0.201,0.854,0.167,0.582275
16,8,3,0.201,0.854,0.167,0.357483
16,8,4,0.201,0.854,0.167,0.571991
16,8,5,0.201,0.854,0.167,0.928314
16,8,6,0.201,0.854,0.167,0.294952
16,8,7,0.201,0.854,0.167,0.203217
17,16,0,0.22,0.885,0.159,0.487091
17,16,1,0.22,0.885,0.159,0.977386
17,16,2,0.22,0.885,0.159,0.457855
17,16,3,0.22,0.885,0.159,0.115845
17,16,3,0.22,0.885,0.159,0.065887
17,16,3,0.22,0.885,0.159,0.094879
17,16,3,0.22,0.885,0.159,0.528412
17,16,4,0.22,0.885,0.159,0.208221
17,16,4,0.22,0.885,0.159,0.261993
17,16,4,0.22,0.885,0.159,0.014465
17,16,4,0.22,0.885,0.159,0.265137
17,16,5,0.22,0.885,0.159,0.848694
17,16,6,0.22,0.885,0.159,0.485199
17,16,7,0.22,0.885,0.159,0.080963
17,16,7,0.22,0.885,0.159,0.65097
17,16,7,0.22,0.885,0.159,0.939148
17,16,8,0.22,0.885,0.159,0.004852
17,16,8,0.22,0.885,0.159,0.555756
17,16,8,0.22,0.885,0.159,0.220032
17,16,9,0.22,0.885,0.159,0.382172
17,16,10,0.22,0.885,0.159,0.899353
17,16,11,0.22,0.885,0.159,0.337524
17,16,12,0.22,0.885,0.159,0.220062
17,16,13,0.22,0.885,0.159,0.620941
17,16,14,0.22,0.885,0.159,0.854034
17,16,15,0.22,0.885,0.159,0.660736
18,10,0,0.213,0.871,0.173,0.284119
18,10,1,0.213,0.871,0.173,0.203735
18,10,1,0.213,0.871,0.173,0.234344
18,10,1,0.213,0.871,0.173,0.958618
18,10,2,0.213,0.871,0.173,0.325195
18,10,3,0.213,0.871,0.173,0.013885
18,10,3,0.213,0.871,0.173,0.846954
18,10,3,0.213,0.871,0.173,0.077637
18,10,3,0.213,0.871,0.173,0.67218
18,10,4,0.213,0.871,0.173,0.857269
18,10,5,0.213,0.871,0.173,0.232666
18,10,6,0.213,0.871,0.173,0.345825
18,10,7,0.213,0.871,0.173,0.903381
18,10,8,0.213,0.871,0.173,0.452026
18,10,9,0.213,0.871,0.173,0.096893
18,10,9,0.213,0.871,0.173,0.289124
18,10,9,0.213,0.871,0.173,0.692444
19,5,0,0.203,0.874,0.147,0.644409
19,5,1,0.203,0.874,0.147,0.13382
19,5,1,0.203,0.874,0.147,0.108368
19,5,1,0.203,0.874,0.147,0.688171
19,5,2,0.203,0.874,0.147,0.010681
19,5,2,0.203,0.874,0.147,0.111237
19,5,2,0.203,0.874,0.147,0.152588
19,5,3,0.203,0.874,0.147,0.182678
19,5,3,0.203,0.874,0.147,0.348358
19,5,3,0.203,0.874,0.147,0.928101
19,5,4,0.203,0.874,0.147,0.462067
20,16,0,0.203,0.875,0.159,0.202515
20,16,0,0.203,0.875,0.159,0.850708
20,16,0,0.203,0.875,0.159,0.028534
20,16,0,0.203,0.875,0.159,0.11792
20,16,1,0.203,0.875,0.159,0.022522
20,16,1,0.203,0.875,0.159,0.393707
20,16,1,0.203,0.875,0.159,0.010406
20,16,1,0.203,0.875,0.159,0.21582
20,16,2,0.203,0.875,0.159,0.016724
20,16,2,0.203,0.875,0.159,0.884888
20,16,3,0.203,0.875,0.159,0.008087
20,16,3,0.203,0.875,0.159,0.968933
20,16,4,0.203,0.875,0.159,0.785706
20,16,5,0.203,0.875,0.159,0.044891
20,16,5,0.203,0.875,0.159,0.018768
20,16,5,0.203,0.875,0.159,0.414398
20,16,6,0.203,0.875,0.159,0.34729
20,16,7,0.203,0.875,0.159,0.809174
20,16,8,0.203,0.875,0.159,0.428955
20,16,9,0.203,0.875,0.159,0.084869
20,16,9,0.203,0.875,0.159,0.725891
20,16,9,0.203,0.875,0.159,0.211761
20,16,10,0.203,0.875,0.159,0.079712
20,16,10,0.203,0.875,0.159,0.183411
20,16,10,0.203,0.875,0.159,0.736847
20,16,11,0.203,0.875,0.159,0.004364
20,16,11,0.203,0.875,0.159,0.095184
20,16,11,0.203,0.875,0.159,0.610992
20,16,12,0.203,0.875,0.159,0.738403
20,16,13,0.203,0.875,0.159,0.51181
20,16,14,0.203,0.875,0.159,0.860992
20,16,15,0.203,0.875,0.159,0.231628
21,6,0,0.224,0.868,0.161,0.334503
21,6,1,0.224,0.868,0.161,0.45163
21,6,2,0.224,0.868,0.161,0.249573
21,6,3,0.224,0.868,0.161,0.246063
21,6,4,0.224,0.868,0.161,0.361084
21,6,5,0.224,0.868,0.161,0.141754
21,6,5,0.224,0.868,0.161,0.316162
21,6,5,0.224,0.868,0.161,0.915619
22,11,0,0.213,0.886,0.179,0.959656
22,11,1,0.213,0.886,0.179,0.719971
22,11,2,0.213,0.886,0.179,0.147675
22,11,2,0.213,0.886,0.179,0.262878
22,11,2,0.213,0.886,0.179,0.101349
22,11,2,0.213,0.886,0.179,0.361542
22,11,3,0.213,0.886,0.179,0.398804
22,11,4,0.213,0.886,0.179,0.765167
22,11,5,0.213,0.886,0.179,0.722015
22,11,6,0.213,0.886,0.179,0.497833
22,11,7,0.213,0.886,0.179,0.660736
22,11,8,0.213,0.886,0.179,0.185547
22,11,8,0.213,0.886,0.179,0.600403
22,11,8,0.213,0.886,0.179,0.113403
22,11,8,0.213,0.886,0.179,0.710327
22,11,9,0.213,0.886,0.179,0.058929
22,11,9,0.213,0.886,0.179,0.436584
22,11,9,0.213,0.886,0.179,0.95697
22,11,10,0.213,0.886,0.179,0.719513
23,1,0,0.201,0.886,0.163,0.646088
24,12,0,0.204,0.882,0.181,0.406616
24,12,1,0.204,0.882,0.181,0.458252
24,12,2,0.204,0.882,0.181,0.938446
24,12,3,0.204,0.882,0.181,0.906952
24,12,4,0.204,0.882,0.181,0.188049
24,12,4,0.204,0.882,0.181,0.019135
24,12,4,0.204,0.882,0.181,0.413818
24,12,5,0.204,0.882,0.181,0.280548
24,12,6,0.204,0.882,0.181,0.867371
24,12,7,0.204,0.882,0.181,0.707214
24,12,8,0.204,0.882,0.181,0.378296
24,12,9,0.204,0.882,0.181,0.972656
24,12,10,0.204,0.882,0.181,0.249969
24,12,11,0.204,0.882,0.181,0.769257
25,15,0,0.222,0.878,0.162,0.448944
25,15,1,0.222,0.878,0.162,0.873199
25,15,2,0.222,0.878,0.162,0.250031
25,15,3,0.222,0.878,0.162,0.493835
25,15,4,0.222,0.878,0.162,0.770935
25,15,5,0.222,0.878,0.162,0.697388
25,15,6,0.222,0.878,0.162,0.571747
25,15,7,0.222,0.878,0.162,0.489777
25,15,8,0.222,0.878,0.162,0.105865
25,15,8,0.222,0.878,0.162,0.239502
25,15,8,0.222,0.878,0.162,0.027374
25,15,8,0.222,0.878,0.162,0.166718
25,15,9,0.222,0.878,0.162,0.357117
25,15,10,0.222,0.878,0.162,0.461853
25,15,11,0.222,0.878,0.162,0.581635
25,15,12,0.222,0.878,0.162,0.35675
25,15,13,0.222,0.878,0.162,0.524841
25,15,14,0.222,0.878,0.162,0.830505
26,20,0,0.21,0.877,0.164,0.803589
26,20,1,0.21,0.877,0.164,0.901154
26,20,2,0.21,0.877,0.164,0.984924
26,20,3,0.21,0.877,0.164,0.839905
26,20,4,0.21,0.877,0.164,0.092194
26,20,4,0.21,0.877,0.164,0.600616
26,20,4,0.21,0.877,0.164,0.68338
26,20,5,0.21,0.877,0.164,0.713409
26,20,6,0.21,0.877,0.164,0.549103
26,20,7,0.21,0.877,0.164,0.178223
26,20,7,0.21,0.877,0.164,0.113159
26,20,7,0.21,0.877,0.164,0.209106
26,20,8,0.21,0.877,0.164,0.40274
26,20,9,0.21,0.877,0.164,0.94101
26,20,10,0.21,0.877,0.164,0.354218
26,20,11,0.21,0.877,0.164,0.297516
26,20,12,0.21,0.877,0.164,0.87146
26,20,13,0.21,0.877,0.164,0.056427
26,20,13,0.21,0.877,0.164,0.890808
26,20,14,0.21,0.877,0.164,0.199921
26,20,14,0.21,0.877,0.164,0.519409
26,20,14,0.21,0.877,0.164,0.11676
26,20,15,0.21,0.877,0.164,0.476807
26,20,16,0.21,0.877,0.164,0.210327
