learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,0,0.238,0.877,0.163,0.813446,0
1,4,3,0.238,0.877,0.163,0.604065,1
2,8,0,0.201,0.881,0.16,0.381134,0
4,13,3,0.229,0.865,0.154,0.331573,0
4,13,5,0.229,0.865,0.154,0.308044,2
4,13,7,0.229,0.865,0.154,0.07193,4
4,13,11,0.229,0.865,0.154,0.936066,8
5,9,4,0.22,0.871,0.172,0.539337,0
6,19,3,0.22,0.863,0.181,0.294495,0
6,19,4,0.22,0.863,0.181,0.326477,2
6,19,7,0.22,0.863,0.181,0.283386,4
6,19,14,0.22,0.863,0.181,0.96106,8
8,10,8,0.223,0.887,0.165,0.900848,0
9,13,3,0.199,0.871,0.156,0.217041,0
9,13,9,0.199,0.871,0.156,0.381989,2
9,13,12,0.199,0.871,0.156,0.024414,4
10,7,2,0.2,0.876,0.158,0.941345,0
12,19,4,0.221,0.877,0.142,0.614594,0
12,19,11,0.221,0.877,0.142,0.399261,2
12,19,13,0.221,0.877,0.142,0.964752,4
12,19,15,0.221,0.877,0.142,0.424072,8
13,8,0,0.232,0.87,0.181,0.440216,0
13,8,2,0.232,0.87,0.181,0.516266,2
15,15,4,0.218,0.879,0.17,0.765259,0
15,15,12,0.218,0.879,0.17,0.635071,2
15,15,13,0.218,0.879,0.17,0.720428,4
16,8,0,0.201,0.854,0.167,0.460602,0
17,16,0,0.22,0.885,0.159,0.304352,0
17,16,9,0.22,0.885,0.159,0.703827,2
17,16,11,0.22,0.885,0.159,0.826172,4
17,16,13,0.22,0.885,0.159,0.342499,8
18,10,0,0.213,0.871,0.173,0.055389,0
19,5,1,0.203,0.874,0.147,0.663696,0
19,5,4,0.203,0.874,0.147,0.093323,2
20,16,1,0.203,0.875,0.159,0.959106,0
20,16,7,0.203,0.875,0.159,0.990997,2
20,16,10,0.203,0.875,0.159,0.731842,4
20,16,15,0.203,0.875,0.159,0.940887,8
22,11,0,0.213,0.886,0.179,0.820038,0
24,12,1,0.204,0.882,0.181,0.92572,0
24,12,8,0.204,0.882,0.181,0.273041,2
24,12,11,0.204,0.882,0.181,0.923798,4
25,15,2,0.222,0.878,0.162,0.925751,0
25,15,5,0.222,0.878,0.162,0.33075,2
25,15,10,0.222,0.878,0.162,0.697174,4
26,20,0,0.21,0.877,0.164,0.602081,0
26,20,8,0.21,0.877,0.164,0.910736,2
26,20,12,0.21,0.877,0.164,0.591003,4
26,20,16,0.21,0.877,0.164,0.965759,8
26,20,19,0.21,0.877,0.164,0.159698,1
27,10,0,0.197,0.884,0.171,0.771118,0
28,20,1,0.222,0.858,0.156,0.49408,0
28,20,8,0.222,0.858,0.156,0.985382,2
28,20,11,0.222,0.858,0.156,0.91394,4
28,20,18,0.222,0.858,0.156,0.942535,8
29,20,1,0.225,0.848,0.187,0.745209,0
29,20,2,0.225,0.848,0.187,0.558838,2
29,20,4,0.225,0.848,0.187,0.567841,4
29,20,15,0.225,0.848,0.187,0.429443,8
29,20,16,0.225,0.848,0.187,0.416901,1
29,20,18,0.225,0.848,0.187,0.716949,9
30,13,0,0.214,0.883,0.167,0.642822,0
30,13,1,0.214,0.883,0.167,0.342377,2
30,13,3,0.214,0.883,0.167,0.312439,4
30,13,5,0.214,0.883,0.167,0.189941,8
30,13,11,0.214,0.883,0.167,0.979767,1
31,10,5,0.21,0.878,0.158,0.407684,0
32,15,3,0.224,0.892,0.171,0.36618,0
32,15,7,0.224,0.892,0.171,0.315735,2
32,15,8,0.224,0.892,0.171,0.702454,4
32,15,9,0.224,0.892,0.171,0.452026,8
33,22,0,0.215,0.885,0.181,0.381683,0
33,22,11,0.215,0.885,0.181,0.091461,2
33,22,12,0.215,0.885,0.181,0.92157,4
33,22,15,0.215,0.885,0.181,0.019043,8
33,22,20,0.215,0.885,0.181,0.365326,1
35,23,10,0.211,0.883,0.171,0.605774,0
35,23,18,0.211,0.883,0.171,0.430206,6
36,19,4,0.226,0.864,0.15,0.28064,6
36,19,5,0.226,0.864,0.15,0.340759,4
36,19,6,0.226,0.864,0.15,0.205933,2
36,19,8,0.226,0.864,0.15,0.81369,0
36,19,9,0.226,0.864,0.15,0.384827,9
37,9,3,0.204,0.862,0.175,0.615417,4
37,9,4,0.204,0.862,0.175,0.152649,0
38,27,3,0.186,0.87,0.168,0.47818,4
38,27,10,0.186,0.87,0.168,0.530365,0
38,27,13,0.186,0.87,0.168,0.204041,6
38,27,14,0.186,0.87,0.168,0.859192,9
38,27,15,0.186,0.87,0.168,0.924896,8
38,27,19,0.186,0.87,0.168,0.960022,7
38,27,23,0.186,0.87,0.168,0.42395,5
40,16,1,0.217,0.889,0.162,0.115234,4
40,16,2,0.217,0.889,0.162,0.052765,8
40,16,4,0.217,0.889,0.162,0.611725,5
40,16,9,0.217,0.889,0.162,0.658844,7
41,17,7,0.222,0.866,0.147,0.405212,8
43,19,1,0.208,0.866,0.186,0.76358,8
44,18,0,0.229,0.874,0.148,0.093903,7
44,18,4,0.229,0.874,0.148,0.064575,2
44,18,5,0.229,0.874,0.148,0.082367,5
44,18,6,0.229,0.874,0.148,0.365112,6
45,23,1,0.212,0.857,0.18,0.51239,7
